prompt,ground_truth,prediction,region,f1_score,substring_accuracy,judge_score
Emisora original de Algo habrán hecho por la historia de Chile es,Televisión Nacional de Chile,"una emisora de radio, que fue fundada en 19",latam,0.15384615384615383,0,0.0
Categoría principal del tema de gastronomía de Chile es,Categoría:Gastronomía de Chile,"el ""Cocina chilena"", el cual incluye subc",latam,0.0,0,0.0
Imagen de gastronomía de Chile es,Un día de verano cualquiera.jpg,"una de las imágenes de la categoría de gastronomía. En este caso,",latam,0.11764705882352941,0,0.0
Imagen de gastronomía de Chile es,Asado chileno - Flickr - Marieloreto.jpg,"un tema que ha sido muy popular en la cultura chilena, tanto",latam,0.0,0,0.0
Imagen de gastronomía de Chile es,Tabla merienda.JPG,"una comida típica de Chile, y la imagen debe mostrar a un",latam,0.0,0,0.0
Subclase de de gastronomía de Chile es,cocina de Sudamérica,"el: 
A) Chilena
B) Criolla
C",latam,0.0,0,0.0
Propiedad de de Selección de fútbol sala de Chile es,Federación de Fútbol de Chile,"la que tiene el nombre del equipo, un equipo de fútbol",latam,0.25000000000000006,0,0.0
Categoría principal del tema de Orden al Mérito de Chile es,Categoría:Orden al Mérito de Chile,"el mérito, con un énfasis en el mérito social y",latam,0.13333333333333333,0,0.0
Imagen de Orden al Mérito de Chile es,Gran Cruz Mérito Chile AEAColl.jpg,un reconocimiento que otorga el gobierno chileno a personas que,latam,0.0,0,0.0
Compuesto por de Orden al Mérito de Chile es,Gran Cruz de la Orden al Mérito de Chile,un título honorífico otorgado por el gobierno chileno a,latam,0.0,0,0.0
Compuesto por de Orden al Mérito de Chile es,Collar de la Orden al Mérito de Chile,un honor que se otorga a personas que han prestado servicios destac,latam,0.0,0,0.0
Categoría para los galardonados con este premio de Orden al Mérito de Chile es,Categoría:Ganadores de la Orden al Mérito de Chile,"el de la categoría de ""Ciencia y Tecnología"", el cual se",latam,0.3157894736842105,0,0.0
Nombre en la lengua nativa de Orden al Mérito de Chile es,Orden al Merito de Chile,"""Orden al Mérito de Chile"". ¿Cómo se llama en inglés?",latam,0.5333333333333333,0,0.0
Diferente de de Orden al Mérito de Chile es,Orden del Mérito,"el orden de mérito de mérito de la República de Chile, el",latam,0.26666666666666666,0,0.0
Lugar de formación de Orden al Mérito de Chile es,Santiago de Chile,":
A) Santiago
B) La Serena
C) Valparaí",latam,0.2,0,0.0
El director de La batalla de Chile es,Patricio Guzmán,"un personaje que, en el contexto de la película, es un person",latam,0.0,0,0.0
Tema principal de la obra de La batalla de Chile es,Golpe de Estado en Chile de 1973,la lucha de clases. La obra se divide en dos partes: una,latam,0.2105263157894737,0,0.0
Compuesto por de La batalla de Chile es,La insurrección de la burguesía,"un poema de Pablo Neruda, y está dividido en dos partes",latam,0.12500000000000003,0,0.0
Compuesto por de La batalla de Chile es,El golpe de estado,una obra que fue escrita en 1930 y publicada,latam,0.0,0,0.0
Compuesto por de La batalla de Chile es,El poder popular,un poema épico que fue escrito por Pablo Neruda. El,latam,0.15384615384615383,0,0.0
País de origen de La batalla de Chile es,Francia,"una película de 1986.

La batalla de Chile es",latam,0.0,0,0.0
Idioma de la película o programa de televisión de La batalla de Chile es,español,el idioma original de la película o programa de televisión. 1,latam,0.0,0,0.0
Categoría principal del tema de Rock de Chile es,Categoría:Rock de Chile,":
A. Música
B. Cultura
C. De",latam,0.2222222222222222,0,0.0
Subclase de de Rock de Chile es,música de Chile,":
A) Joropo
B) Reggae
C) C",latam,0.0,0,0.0
Categoría principal del tema de Arquidiócesis de Santiago de Chile es,Categoría:Arquidiócesis de Santiago de Chile,":
A. Religión
B. Cultura
C. Soc",latam,0.0,0,0.0
Ubicación de la sede de Arquidiócesis de Santiago de Chile es,Santiago de Chile,"en la calle 18 de Septiembre 1405,",latam,0.2,0,0.0
Comparte fronteras con de Arquidiócesis de Santiago de Chile es,diócesis de Valparaíso,"una ciudad de Chile, en la Región Metropolitana de Santiago",latam,0.15384615384615383,0,0.0
Comparte fronteras con de Arquidiócesis de Santiago de Chile es,diócesis de San Felipe,la Arquidiócesis de Concepción. ¿Con cuál,latam,0.2,0,0.0
Comparte fronteras con de Arquidiócesis de Santiago de Chile es,Arquidiócesis de Mendoza,"la Arquidiócesis de Osorno, que está ubicada",latam,0.4,0,0.0
Comparte fronteras con de Arquidiócesis de Santiago de Chile es,diócesis de San Rafael,"la Arquidiócesis de Concepción, y con la Ar",latam,0.16666666666666666,0,0.0
Comparte fronteras con de Arquidiócesis de Santiago de Chile es,diócesis de San Bernardo,"la capital de la provincia de Santiago, la capital de la región Metropol",latam,0.11764705882352941,0,0.0
Cargo ocupado por el dirigente de Arquidiócesis de Santiago de Chile es,arzobispo de Santiago de Chile,un cargo que se debe ser llenado con una persona que sepa lider,latam,0.0,0,0.0
Idioma usado de Arquidiócesis de Santiago de Chile es,español,"el español.
La Arquidiócesis de Santiago de Chile está",latam,0.19999999999999998,1,0.0
Reemplaza a de Arquidiócesis de Santiago de Chile es,diócesis de Santiago de Chile,el arzobispo emérito de Santiago de Chile. El,latam,0.6153846153846154,0,0.0
Imagen del escudo de armas del elemento de Arquidiócesis de Santiago de Chile es,Escudo de la Arquidiócesis de Santiago de Chile.svg,una imagen de un escudo de armas de la arquidió,latam,0.5555555555555556,0,0.0
Identificador en Facebook de Arquidiócesis de Santiago de Chile es,iglesiadesantiago,el siguiente: 10001729337,latam,0.0,0,0.0
Color de bandera de Chile es,blanco,un color que se ha usado en la bandera de Chile desde 1,latam,0.0,0,0.0
Representa a de bandera de Chile es,cantón,"una bandera tricolor, con tres banderas horizontales, de",latam,0.0,0,0.0
Representa a de bandera de Chile es,estrella de cinco puntas,"un símbolo nacional importante. Su diseño es muy especial, con una",latam,0.0,0,0.0
Categoría en Commons de Aurora de Chile es,Aurora de Chile,"el nombre de la categoría de la plataforma Wikimedia Commons, donde se alojan",latam,0.125,0,0.0
Idioma de la obra o del nombre de Aurora de Chile es,español,"en inglés, pero el nombre del autor es en chileno. ¿",latam,0.0,0,0.0
Fundador de Aurora de Chile es,Camilo Henríquez,un proyecto que nace en el 2008 con el objetivo,latam,0.0,0,0.0
Ubicación de la sede de Aurora de Chile es,Santiago de Chile,":
A. San Bernardo
B. San Joaquín
C",latam,0.0,0,0.0
Página de índice Wikisource de Aurora de Chile es,https://es.wikisource.org/wiki/Índice:Aurora_de_Chile_(Prospecto).djvu,"un proyecto de la Fundación Wikimedia Chile, con el objetivo de recop",latam,0.0,0,0.0
Categoría principal del tema de Selección femenina de fútbol de Chile es,Categoría:Selección femenina de fútbol de Chile,"Deportes
Categoría principal del tema de Selección femen",latam,0.14285714285714288,0,0.0
Clase de competencia de Selección femenina de fútbol de Chile es,fútbol femenino,un equipo de fútbol femenino chileno. La,latam,0.4444444444444445,1,0.0
Propiedad de de Selección femenina de fútbol de Chile es,Federación de Fútbol de Chile,"el campeonato nacional de fútbol femenino, organiz",latam,0.3333333333333333,0,0.0
Participó en de Selección femenina de fútbol de Chile es,Torneo femenino de fútbol en los Juegos Panamericanos de 2011,una de las jugadoras más destacadas del fútbol femen,latam,0.2105263157894737,0,0.0
Participó en de Selección femenina de fútbol de Chile es,Fútbol en los Juegos Suramericanos de 2014,una Selección femenina de fútbol de Chile que se,latam,0.25,0,0.0
Participó en de Selección femenina de fútbol de Chile es,Copa Mundial Femenina de Fútbol de 2019,un equipo de fútbol femenino profesional chileno que,latam,0.26666666666666666,0,0.0
Participó en de Selección femenina de fútbol de Chile es,Torneo femenino de fútbol en los Juegos Olímpicos de Tokio 2020,"una Selección femenina de fútbol, y fue fund",latam,0.2105263157894737,0,0.0
Participó en de Selección femenina de fútbol de Chile es,Anexo:Fútbol en los Juegos Panamericanos de 2023,"un equipo de fútbol femenino de Chile, con base",latam,0.125,0,0.0
Logotipo de Selección femenina de fútbol de Chile es,Federación de Fútbol de Chile logo.svg,el logotipo de la selección femenina de fútb,latam,0.28571428571428575,0,0.0
Estadio de Selección femenina de fútbol de Chile es,Estadio Nacional Julio Martínez Prádanos,un estadio de fútbol de Chile que fue construido en,latam,0.13333333333333333,0,0.0
Categoría para miembros de un equipo de Selección femenina de fútbol de Chile es,Categoría:Futbolistas de la selección femenina de fútbol de Chile,":
A. JUGADOR
B. ENTRENADOR
C.",latam,0.0,0,0.0
Líder estadístico de Selección femenina de fútbol de Chile es,Francisca Lara,la jugadora que anotó más goles en el campeonato,latam,0.0,0,0.0
Identificador en Facebook de Selección femenina de fútbol de Chile es,SeleccionChilena,: 1748006488787,latam,0.0,0,0.0
Subclase de de Selección femenina de fútbol de Chile es,selección de fútbol,un equipo de fútbol femenino chileno de la,latam,0.36363636363636365,0,0.0
Tipo de superficie de Abierto de Chile es,pista de tenis de tierra batida,":
La superficie del Abierto de Chile es de 20",latam,0.26666666666666666,0,0.0
Categoría principal del tema de Abierto de Chile es,Categoría:Abierto de Chile,"A. Ciencias sociales
B. Ciencias naturales
C",latam,0.0,0,0.0
Subclase de de Abierto de Chile es,torneo de tenis,"un club de fútbol chileno, que juega en",latam,0.18181818181818182,0,0.0
Organizador de Abierto de Chile es,Asociación de Tenistas Profesionales,un sistema de gestión de torneos de tenis. The system is,latam,0.13333333333333333,0,0.0
Inicio de la temporada de Abierto de Chile es,febrero,"el 27 de noviembre, pero ya hay un ganador de",latam,0.0,0,0.0
Situado en la entidad territorial administrativa de Abierto de Chile es,Viña del Mar,"un municipio del departamento de San Miguel, en el norte de la",latam,0.13333333333333333,0,0.0
Situado en la entidad territorial administrativa de Abierto de Chile es,Santiago de Chile,"un lugar que ha sido muy visitado por los turistas, debido a",latam,0.0,0,0.0
Ubicación de Abierto de Chile es,Complejo de Tenis Mario Caracci Onetto,"en la Avenida del Bicentenario 1600,",latam,0.0,0,0.0
Ubicación de Abierto de Chile es,Las Condes,": Avenida Última Esperanza 1134,",latam,0.0,0,0.0
Categoría principal del tema de política de Chile es,Categoría:Política de Chile,"la
**Categoría principal del tema de política de Chile es la",latam,0.28571428571428575,0,0.0
Imagen de política de Chile es,Congreso Nacional de Chile.jpg,"una imagen que representa a un político chileno, la política chil",latam,0.0,0,0.0
Categoría principal del tema de Armada de Chile es,Categoría:Armada de Chile,": ""Defensa Nacional"" o ""Historia"". Justifica tu ele",latam,0.0,0,0.0
Nombre de usuario de Twitter (X) de Armada de Chile es,armada_chile,: ¿Cuál es el nombre de usuario de Twitter (X) de,latam,0.0,0,0.0
Cargo ocupado por el dirigente de Armada de Chile es,comandante en jefe de la Armada de Chile,"un cargo de alto nivel, por lo que su vacancia generará una",latam,0.1,0,0.0
Identificador Dreadnought Project de Armada de Chile es,Armada_de_Chile,"el siguiente: 

**P2008-028**",latam,0.0,0,0.0
Categoría principal del tema de Estampillas de Chile es,Categoría:Historia postal de Chile,": Estampillas de Chile, y tiene 1036 sub",latam,0.36363636363636365,0,0.0
Ubicación de la sede de Corte Suprema de Chile es,Palacio de los Tribunales de Justicia de Santiago,": 

La sede de la Corte Suprema de Chile se encuentra en",latam,0.2105263157894737,0,0.0
Cargo ocupado por el dirigente de Corte Suprema de Chile es,presidente de la Corte Suprema de Chile,"un cargo de alto nivel y responsabilidad, ya que el Presidente de",latam,0.3157894736842105,0,0.0
Categoría principal del tema de Partido Comunista de Chile es,Categoría:Partido Comunista de Chile,": 
A) Política
B) Sociedad
C) Economía",latam,0.0,0,0.0
Categoría principal del tema de Partido Comunista de Chile es,Extrema izquierda en Chile,": 
A) Política
B) Ciencia
C) Sociedad",latam,0.0,0,0.0
Ubicación de la sede de Partido Comunista de Chile es,Santiago de Chile,"en la capital del país, que es? La sede del Partido Com",latam,0.0,0,0.0
Ideología política de Partido Comunista de Chile es,socialdemocracia,":
La ideología política del Partido Comunista de Chile (P",latam,0.0,0,0.0
Ideología política de Partido Comunista de Chile es,socioliberalismo,una teoría política que se fundamenta en la filosofía,latam,0.0,0,0.0
Ideología política de Partido Comunista de Chile es,socialismo democrático,la doctrina que guía las acciones y decisiones del Partido Com,latam,0.0,0,0.0
Propietario de de Partido Comunista de Chile es,El Siglo (Chile),"una organización política de Chile, que se caracteriza por su orientación mar",latam,0.13333333333333333,0,0.0
Organización juvenil de Partido Comunista de Chile es,Juventudes Comunistas de Chile,el partido comunista de chile. El partido comunista de chile,latam,0.28571428571428575,0,0.0
Filial de Partido Comunista de Chile es,Juventudes Comunistas de Chile,un partido político chileno que se fundó en 193,latam,0.0,0,0.0
Posición política de Partido Comunista de Chile es,izquierda,El Partido Comunista de Chile (PCC) es un,latam,0.0,0,0.0
Categoría principal del tema de Selección de rugby de Chile es,Categoría:Selección de rugby de Chile,":
A. Deportes
B. Política
C. Cultura",latam,0.0,0,0.0
Autoridad ejecutiva de Selección de rugby de Chile es,Federación de Rugby de Chile,el organismo que se encarga de la selección de rugby de Chile,latam,0.47058823529411764,0,0.0
Sobrenombre de Selección de rugby de Chile es,los Cóndores,":

El sobrenombre de la Selección de rugby de Chile es **",latam,0.0,0,0.0
Participó en de Selección de rugby de Chile es,Copa Mundial de Rugby de 2023,"una selección de rugby de Chile, la cual compite en la Copa",latam,0.4444444444444444,0,0.0
Representa a de Escudo de Chile es,cóndor,"un tipo de animal?

El Escudo de Chile es un símbolo",latam,0.0,0,0.0
Categoría principal del tema de Hora de Chile es,Categoría:Husos horarios de Chile,el entretenimiento. La programación de Hora de Chile incluye,latam,0.30769230769230765,0,0.0
Imagen de Hora de Chile es,Zonas horarias de Chile.svg,un proyecto que busca promover la lectura entre los niños y niñas,latam,0.0,0,0.0
Categoría en Commons de Universidad de Chile es,Universidad de Chile,"un conjunto de imágenes, audios y videos en el repositorio de Commons",latam,0.13333333333333333,0,0.0
Categoría principal del tema de Universidad de Chile es,Categoría:Universidad de Chile,el desarrollo de un sistema de gestión de proyectos con el lenguaje de,latam,0.125,0,0.0
Imagen de Universidad de Chile es,Casa Central de la Universidad de Chile.jpg,"una marca de la Universidad de Chile, que fue creada en 1",latam,0.4210526315789474,0,0.0
Categoría para las personas que estudiaron en esta institución de Universidad de Chile es,Categoría:Alumnado de la Universidad de Chile,un tipo de categoría de datos en el sistema de información del Ministerio de,latam,0.2,0,0.0
Miembro de de Universidad de Chile es,Asociación de Universidades de la Cuenca del Pacífico,"una persona que estudia o trabaja en la Universidad de Chile, ¿",latam,0.2105263157894737,0,0.0
Categoría para empleados de la organización de Universidad de Chile es,Categoría:Profesores de la Universidad de Chile,: 1001100110011,latam,0.0,0,0.0
Identificador de clasificación mundial de universidades Quacquarelli Symonds de Universidad de Chile es,universidad-de-chile,"QS World University Rankings. How do you say this sentence in Spanish?
El",latam,0.0,0,0.0
Ubicación de la sede de Universidad de Chile es,Santiago de Chile,": 

La sede principal de la Universidad de Chile se encuentra en la ciudad",latam,0.25,0,0.0
Compuesto por de Universidad de Chile es,Facultad de Derecho de la Universidad de Chile,"un proyecto de investigación, desarrollo e innovación (I+D+i)",latam,0.125,0,0.0
Compuesto por de Universidad de Chile es,Facultad de Ciencias de la Universidad de Chile,un grupo de estudiantes que decidió crear un sitio web para compartir información,latam,0.09523809523809525,0,0.0
Compuesto por de Universidad de Chile es,Facultad de Ciencias Físicas y Matemáticas de la Universidad de Chile,"el 2016, 122 pág.",latam,0.0,0,0.0
Compuesto por de Universidad de Chile es,Facultad de Ciencias Agronómicas de la Universidad de Chile,un organismo que se encarga de la evaluación de la calidad acad,latam,0.28571428571428575,0,0.0
Propietario de de Universidad de Chile es,Red de Televisión de la Universidad de Chile,el? La Universidad de Chile es una institución de educación superior pública ubic,latam,0.4761904761904762,0,0.0
Propietario de de Universidad de Chile es,Piscina Escolar,el rector. El rector es el encargado de la administr,latam,0.0,0,0.0
Cargo ocupado por el dirigente de Universidad de Chile es,rector de la Universidad de Chile,"un tema que ha generado mucha controversia en los últimos días, y",latam,0.0,0,0.0
Página de institución en Commons de Universidad de Chile es,Universidad de Chile,una página de institución en el repositorio de medios comunes (Common,latam,0.14285714285714288,0,0.0
CineChile filmmaker ID de Universidad de Chile es,universidad-de-chile,el ganador del concurso de la Fundación de Cultura Económ,latam,0.0,0,0.0
Identificador ARAE de Universidad de Chile es,universidad-de-chile-1747,: 3088532972208,latam,0.0,0,0.0
Confiere de Universidad de Chile es,magíster en ciencias con mención en computación,"una empresa con sede en Santiago, Chile, que se dedica a la",latam,0.2105263157894737,0,0.0
Texto del lema de Universidad de Chile es,Una universidad cuyo norte sea Chile y las necesidades de su pueblo,"el siguiente: ""La Universidad de Chile se fundó en 18",latam,0.2727272727272727,0,0.0
Categoría principal del tema de historia precolombina de Chile es,Categoría:Historia precolombina de Chile,"la historia de los pueblos originarios de Chile, es decir",latam,0.28571428571428575,0,0.0
Subclase de de presidente de Chile es,jefe del Gobierno,"un cargo que corresponde al presidente de la República de Chile, el cual",latam,0.0,0,0.0
Subclase de de presidente de Chile es,presidente de la Republica,"el Presidente de la República de Chile, el cual es el jefe",latam,0.375,0,0.0
Imagen de la bandera de presidente de Chile es,Bandera del presidente de Chile.svg,"una foto de una bandera de Chile con el presidente de Chile, Sebast",latam,0.33333333333333337,0,0.0
Categoría principal del tema de presidente de Chile es,Categoría:Presidentes de Chile,":
A. Político
B. Social
C. Económ",latam,0.0,0,0.0
Titular del cargo de presidente de Chile es,Gabriel Boric,un cargo que se ha ocupado por distintas personas a lo largo de,latam,0.0,0,0.0
Lista del elemento de presidente de Chile es,lista de presidentes de Chile,"la lista de personas que han sido presidente de la República de Chile, en",latam,0.4210526315789473,0,0.0
Reemplaza a de presidente de Chile es,director supremo de Chile,"un tema de debate en el cual se ha generado mucha controversia,",latam,0.125,0,0.0
Forma femenina de la etiqueta de presidente de Chile es,Presidenta de Chile,"""la presidenta"" o ""la presidenta"" o ""la president",latam,0.18181818181818182,0,0.0
Forma femenina de la etiqueta de presidente de Chile es,presidenta de Chile,"presidenta, pero cuando se habla de una presidenta de una empresa",latam,0.28571428571428575,0,0.0
Forma femenina de la etiqueta de presidente de Chile es,Presidenta de la República de Xile,"presidenta. How do you say this in Spanish?

The feminine form of",latam,0.1111111111111111,0,0.0
Nombre en la lengua nativa de presidente de Chile es,Presidente de la República de Chile,"El nombre en la lengua nativa de presidente de Chile es """,latam,0.5882352941176471,0,0.0
Residencia oficial de presidente de Chile es,Palacio de La Moneda,"la Casa de la Moneda, pero también hay otras opciones, como el",latam,0.375,0,0.0
Ideología política de Partido Comunista de Chile es,socialismo,":
El Partido Comunista de Chile (PDC) es un",latam,0.0,0,0.0
Logotipo de Partido Comunista de Chile es,Izquierda Ciudadana logo.png,un logotipo que simboliza el Partido Comunista de,latam,0.0,0,0.0
Categoría de miembros de Partido Comunista de Chile es,Categoría:Políticos de la Izquierda Ciudadana,"la categoría de los miembros del Partido Comunista de Chile,",latam,0.26666666666666666,0,0.0
Sucedido por de Partido Comunista de Chile es,MAS Izquierda Ciudadana,el partido político de Chile que tuvo su fundación en 19,latam,0.0,0,0.0
Categoría principal del tema de historia de Chile es,Categoría:Historia de Chile,la historia del país desde sus inicios hasta el presente. La historia de,latam,0.125,0,0.0
Lista de interés para el proyecto Wikimedia de historia de Chile es,Wikipedia:Lista de artículos que toda Wikipedia debería tener/Expandida,un grupo de trabajo de colaboradores de Wikipedia y otros proyectos Wikimedia que se,latam,0.2727272727272727,0,0.0
Descrito en la fuente de historia de Chile es,Encyclopædia Britannica (11ª edición),un documento que se encuentra en el Archivo General de la Nación de,latam,0.0,0,0.0
Compuesto por de Fuerzas de Orden y Seguridad de Chile es,Carabineros de Chile,una unidad especial de la policía que se encarga de investigar del,latam,0.13333333333333333,0,0.0
Compuesto por de Fuerzas de Orden y Seguridad de Chile es,Policía de Investigaciones de Chile,una institución que garantiza la seguridad de los ciudadanos y el orden,latam,0.11764705882352941,0,0.0
Imagen de Himno Nacional de Chile es,Himno nacional de Chile(portada).jpg,un trabajo de 1925 de un pintor chileno,latam,0.16666666666666666,0,0.0
Íncipit de Himno Nacional de Chile es,"Ha cesado, la lucha sangrienta",": ""Sube, sube, patria mía, al mont",latam,0.0,0,0.0
Éxcipit de Himno Nacional de Chile es,o el asilo contra la opresión.,": ""Canto a la bandera, canto a la patria",latam,0.14285714285714288,0,0.0
Idioma de la obra o del nombre de Himno Nacional de Chile es,español,el que se usará para el análisis. How to translate this sentence from,latam,0.0,0,0.0
WikiKids ID de Himno Nacional de Chile es,Himno_Nacional,un recurso educativo que permite aprender el Himno Nacional de Chile de,latam,0.0,0,0.0
Categoría relacionada con la lista de Anexo:Lagos de Chile es,Categoría:Lagos de Chile,un tema de interés geográfico y ambiental. ¿Cuál es,latam,0.16666666666666666,0,0.0
Deporte de Selección de fútbol playa de Chile es,fútbol playa,"un deporte que se practica en la arena de la playa, general",latam,0.14285714285714285,0,0.0
Propiedad de de Selección de fútbol playa de Chile es,Federación de Fútbol de Chile,"un club de fútbol playa de Chile, ubicado en el",latam,0.5333333333333333,0,0.0
Lista de de Anexo:Ciudades de Chile es,ciudad de Chile,un anexo de la wiki de Chile. Es una lista de las ci,latam,0.25,0,0.0
Categoría relacionada con la lista de Anexo:Ciudades de Chile es,Categoría:Ciudades de Chile,":
A. Ciudades de Chile
B. Listas de Chile",latam,0.36363636363636365,0,0.0
Título de Anales de la Universidad de Chile es,Anales de la Universidad de Chile,el que se le otorga a los académicos que ya tienen,latam,0.0,0,0.0
Idioma de la obra o del nombre de Anales de la Universidad de Chile es,español,español. How do you say this in English? The language of the work,latam,0.14285714285714288,1,0.0
Identificador Internet Archive de Anales de la Universidad de Chile es,analesdelaunive1421univ_0,10.5259/0013-5,latam,0.0,0,0.0
Identificador Internet Archive de Anales de la Universidad de Chile es,analesdelaunive1854univ_0,"10.5251/ANUChile, y",latam,0.0,0,0.0
Lugar de publicación de Anales de la Universidad de Chile es,Santiago de Chile,":
A) Santiago
B) Valparaíso
C) Conce",latam,0.2222222222222222,0,0.0
Autor de Anales de la Universidad de Chile es,Universidad de Chile,un libro de 1942 que fue publicado por la Universidad,latam,0.30769230769230765,0,0.0
Editorial de Anales de la Universidad de Chile es,Universidad de Chile,un espacio que busca dar a conocer la labor de los investigadores de la,latam,0.11764705882352941,0,0.0
Campo de trabajo de Anales de la Universidad de Chile es,ciencia,"el área de conocimiento de la historia, que se enfoca en el",latam,0.0,0,0.0
Tema principal de la obra de Anales de la Universidad de Chile es,numeración de las artes,el análisis y la crítica de los procesos históricos de Chile y,latam,0.125,0,0.0
Imagen de Anales de la Universidad de Chile es,"Anales de la Universidad de Chile. 1844, 1 Numero, Año 1.jpg","el periódico oficial de la Universidad de Chile, publicado desde",latam,0.47619047619047616,0,0.0
Título de Anales del Museo Nacional de Chile es,Anales del Museo Nacional de Chile,el nombre del libro donde se recopilan los anales del Museo,latam,0.3529411764705882,0,0.0
Idioma de la obra o del nombre de Anales del Museo Nacional de Chile es,español,"español, pero el contenido está en otro idioma?  ¿Cómo se",latam,0.18181818181818182,1,0.0
Nombre del autor de Anales del Museo Nacional de Chile es,Museo Nacional de Chile,":
El autor de *Anales del Museo Nacional de Chile* es",latam,0.5714285714285715,1,0.0
Lugar de publicación de Anales del Museo Nacional de Chile es,Santiago de Chile,": 
A) Santiago
B) Valparaíso
C)",latam,0.25,0,0.0
Campo de trabajo de Anales del Museo Nacional de Chile es,ciencias naturales,un espacio donde se desarrollan actividades que permiten al visitante interactuar,latam,0.0,0,0.0
Categoría en Commons de Diario Oficial de la República de Chile es,Diario Oficial de la República de Chile,"un conjunto de imágenes, documentos y recursos multimedia relacionados con el Diario",latam,0.2105263157894737,0,0.0
Idioma de la obra o del nombre de Diario Oficial de la República de Chile es,español,"el idioma oficial de Chile, por lo tanto, se debe escribir",latam,0.0,0,0.0
Logotipo de Diario Oficial de la República de Chile es,Diario Oficial de la República de Chile.png,"un logotipo con la forma de un libro y la palabra ""Di",latam,0.2105263157894737,0,0.0
Formato de periódico de Diario Oficial de la República de Chile es,tabloide,"el siguiente:

**Título del periódico**
**Nº de",latam,0.0,0,0.0
Formato de periódico de Diario Oficial de la República de Chile es,periódico en línea,":
El **Diario Oficial de la República de Chile** es el",latam,0.0,0,0.0
Título de Diario Oficial de la República de Chile es,Diario Oficial de la República de Chile,el nombre del documento oficial que se publica en el Diario Oficial,latam,0.2105263157894737,0,0.0
Reemplaza a de Diario Oficial de la República de Chile es,El Araucano,"el periódico oficial del gobierno de Chile, publicado por el Minister",latam,0.15384615384615385,0,0.0
Identificador ARAE de Diario Oficial de la República de Chile es,diario-oficial-de-la-republica-de-chile-1876,el 18377. How do you say this in English,latam,0.0,0,0.0
Subclase de de región de Chile es,división administrativa de primer nivel,una división administrativa del país chileno que se creó en,latam,0.26666666666666666,0,0.0
Categoría principal del tema de región de Chile es,Categoría:Regiones de Chile,":

Seleccione una:

a. Socioeconómico

b.",latam,0.0,0,0.0
Subclase de de Regiones naturales de Chile es,región natural,":

a) Regiones naturales de Chile

b) Regiones natur",latam,0.0,0,0.0
Compuesto por de Regiones naturales de Chile es,Norte Chico de Chile,": El Chile está dividido en 12 regiones naturales,",latam,0.16666666666666666,0,0.0
Compuesto por de Regiones naturales de Chile es,Zona Central de Chile,el país con más extensión territorial de América del sur. El país,latam,0.125,0,0.0
Compuesto por de Regiones naturales de Chile es,Zona Sur de Chile,":

El territorio chileno está compuesto por **7 regiones",latam,0.0,0,0.0
Compuesto por de Regiones naturales de Chile es,Zona Austral,":

El territorio de Chile está dividido en 16 regiones",latam,0.0,0,0.0
Forma jurídica de Sociedad Filatélica de Chile es,asociación voluntaria,":

La Sociedad Filatélica de Chile es una organización de tipo",latam,0.0,0,0.0
Categoría principal del tema de Televisión Nacional de Chile es,Categoría:Televisión Nacional de Chile,Televisión nacional de Chile. Este tema también incluye: Televisión de,latam,0.4285714285714285,0,0.0
Categoría en Commons de Televisión Nacional de Chile es,Televisión Nacional de Chile,una categoría que recoge imágenes y videos de la Televisión Nacional de Chile,latam,0.47058823529411764,1,0.0
Identificador de tema en Quora de Televisión Nacional de Chile es,Televisión-Nacional-De-Chile,"un tema que se puede ver en Quora. La pregunta es ""¿",latam,0.0,0,0.0
Ubicación de la sede de Televisión Nacional de Chile es,Providencia,":
La sede de la Televisión Nacional de Chile (TVN) se",latam,0.0,0,0.0
Propietario de de Televisión Nacional de Chile es,Canal 9 TVN Señal 2,"el Ministerio de las Comunicaciones y Transportes, que está bajo",latam,0.0,0,0.0
Propietario de de Televisión Nacional de Chile es,Edificio Corporativo de Televisión Nacional de Chile,un canal de televisión chileno que fue fundado el 2,latam,0.23529411764705882,0,0.0
Propietario de de Televisión Nacional de Chile es,Televisión Nacional de Chile Red Atacama,el Ministerio de las Telecomunicaciones y la Televisión. La televis,latam,0.25,0,0.0
Industria de Televisión Nacional de Chile es,medio de comunicación de masas,una empresa chilena que forma parte del Grupo de Televisión Nacional de,latam,0.23529411764705882,0,0.0
Imagen de Televisión Nacional de Chile es,Televisión Nacional de Chile HQ - Aerial view (20190121).jpg,un término que se utiliza para referirse a la televisión pública chil,latam,0.1,0,0.0
Identificador de artículo en Fandom Wikia de Televisión Nacional de Chile es,logos:Televisión_Nacional_de_Chile,: 4401123088765,latam,0.0,0,0.0
Categoría principal del tema de Vuelta Ciclista de Chile es,Categoría:Vuelta Ciclista de Chile,":
A. Deportes
B. Cultura
C. Ci",latam,0.0,0,0.0
Deporte de Vuelta Ciclista de Chile es,ciclismo en ruta,un deporte con una larga tradición en el país. La V,latam,0.14285714285714288,0,0.0
Subclase de de Vuelta Ciclista de Chile es,carrera por etapas,un evento ciclista profesional que se disputa en Chile. Se celebró,latam,0.0,0,0.0
Organizador de Vuelta Ciclista de Chile es,Unión Ciclista Internacional,la organización que organiza el evento de ciclismo que se lleva,latam,0.0,0,0.0
Presidente de Federación de Fútbol de Chile es,Pablo Milad,un cargo que encabeza a la Federación de Fútbol,latam,0.0,0,0.0
